Date,Open,Close,High,Low,Mid,FromCurrency,ToCurrency,,,
Friday 18 March 2022 (18/03/2022),1.1099,1.1069,1.1118,1.1003,1.1061,EUR,USD,,,
Thursday 17 March 2022 (17/03/2022),1.1022,1.1098,1.1137,1.102,1.1079,EUR,USD,,,
Wednesday 16 March 2022 (16/03/2022),1.0968,1.1021,1.1047,1.095,1.0998,EUR,USD,,,
Tuesday 15 March 2022 (15/03/2022),1.0943,1.0967,1.1019,1.0927,1.0973,EUR,USD,,,
Monday 14 March 2022 (14/03/2022),1.0932,1.0944,1.0994,1.0901,1.0947,EUR,USD,,,
Friday 11 March 2022 (11/03/2022),1.1013,1.0913,1.1042,1.0902,1.0972,EUR,USD,,,
Thursday 10 March 2022 (10/03/2022),1.1073,1.1013,1.112,1.0976,1.1048,EUR,USD,,,
Wednesday 9 March 2022 (09/03/2022),1.0897,1.1073,1.1094,1.0895,1.0995,EUR,USD,,,
Tuesday 8 March 2022 (08/03/2022),1.0865,1.0896,1.0958,1.085,1.0904,EUR,USD,,,
Monday 7 March 2022 (07/03/2022),1.0873,1.0865,1.0931,1.0808,1.087,EUR,USD,,,
Friday 4 March 2022 (04/03/2022),1.1066,1.0926,1.1066,1.0889,1.0978,EUR,USD,,,
Thursday 3 March 2022 (03/03/2022),1.1111,1.1065,1.1115,1.1034,1.1075,EUR,USD,,,
Wednesday 2 March 2022 (02/03/2022),1.1131,1.1114,1.1142,1.1058,1.11,EUR,USD,,,
Tuesday 1 March 2022 (01/03/2022),1.1214,1.113,1.1233,1.1091,1.1162,EUR,USD,,,
Friday 29 December 2023 (29/12/2023),0.0539,0.0547,0.0546,0.0539,0.0543,ZAR,USD,,,
Thursday 28 December 2023 (28/12/2023),0.0544,0.0539,0.0542,0.0539,0.0541,ZAR,USD,,,
Wednesday 27 December 2023 (27/12/2023),0.0536,0.0544,0.0542,0.0539,0.0541,ZAR,USD,,,
Tuesday 26 December 2023 (26/12/2023),0.054,0.0536,0.0542,0.0535,0.0539,ZAR,USD,,,
Monday 25 December 2023 (25/12/2023),0.054,0.054,0.054,0.054,0.054,ZAR,USD,,,
Friday 22 December 2023 (22/12/2023),0.0545,0.0539,0.0545,0.0541,0.0543,ZAR,USD,,,
Thursday 21 December 2023 (21/12/2023),0.0546,0.0545,0.0548,0.0544,0.0546,ZAR,USD,,,
Wednesday 20 December 2023 (20/12/2023),0.0546,0.0546,0.0547,0.0545,0.0546,ZAR,USD,,,
Tuesday 19 December 2023 (19/12/2023),0.0538,0.0546,0.0543,0.0541,0.0542,ZAR,USD,,,
Monday 18 December 2023 (18/12/2023),0.0547,0.0538,0.0545,0.0539,0.0542,ZAR,USD,,,
Friday 15 December 2023 (15/12/2023),0.0545,0.0546,0.0547,0.0546,0.0547,ZAR,USD,,,
Thursday 14 December 2023 (14/12/2023),0.0535,0.0545,0.0541,0.054,0.0541,ZAR,USD,,,
Wednesday 13 December 2023 (13/12/2023),0.0528,0.0535,0.0531,0.0528,0.053,ZAR,USD,,,
Tuesday 12 December 2023 (12/12/2023),0.0524,0.0528,0.0527,0.0526,0.0527,ZAR,USD,,,
Monday 11 December 2023 (11/12/2023),0.0528,0.0524,0.0528,0.0523,0.0526,ZAR,USD,,,
Friday 8 December 2023 (08/12/2023),0.0533,0.0527,0.053,0.0529,0.053,ZAR,USD,,,
Thursday 7 December 2023 (07/12/2023),0.0527,0.0533,0.0533,0.0529,0.0531,ZAR,USD,,,
Wednesday 6 December 2023 (06/12/2023),0.0527,0.0527,0.0529,0.0527,0.0528,ZAR,USD,,,
Tuesday 5 December 2023 (05/12/2023),0.0532,0.0528,0.0531,0.0527,0.0529,ZAR,USD,,,
Monday 4 December 2023 (04/12/2023),0.0536,0.0532,0.0534,0.0534,0.0534,ZAR,USD,,,
Friday 1 December 2023 (01/12/2023),0.053,0.0537,0.0536,0.0533,0.0535,ZAR,USD,,,
Thursday 30 November 2023 (30/11/2023),0.0533,0.053,0.0532,0.053,0.0531,ZAR,USD,,,
Wednesday 29 November 2023 (29/11/2023),0.0538,0.0533,0.054,0.0535,0.0538,ZAR,USD,,,
Tuesday 28 November 2023 (28/11/2023),0.0536,0.0538,0.0536,0.0536,0.0536,ZAR,USD,,,
Monday 27 November 2023 (27/11/2023),0.0531,0.0536,0.0535,0.0532,0.0534,ZAR,USD,,,
Friday 24 November 2023 (24/11/2023),0.0532,0.0532,0.0532,0.0529,0.0531,ZAR,USD,,,
Thursday 23 November 2023 (23/11/2023),0.0529,0.0531,0.0533,0.0531,0.0532,ZAR,USD,,,
Wednesday 22 November 2023 (22/11/2023),0.0537,0.053,0.0534,0.0531,0.0533,ZAR,USD,,,
Tuesday 21 November 2023 (21/11/2023),0.0545,0.0537,0.0546,0.0537,0.0542,ZAR,USD,,,
Monday 20 November 2023 (20/11/2023),0.0545,0.0545,0.0546,0.0544,0.0545,ZAR,USD,,,
Friday 17 November 2023 (17/11/2023),0.0544,0.0545,0.0545,0.0545,0.0545,ZAR,USD,,,
Thursday 16 November 2023 (16/11/2023),0.055,0.0544,0.055,0.0544,0.0547,ZAR,USD,,,
Wednesday 15 November 2023 (15/11/2023),0.0549,0.055,0.0549,0.0548,0.0549,ZAR,USD,,,
Tuesday 14 November 2023 (14/11/2023),0.0534,0.0549,0.0542,0.0539,0.0541,ZAR,USD,,,
Monday 13 November 2023 (13/11/2023),0.0533,0.0534,0.0535,0.0534,0.0535,ZAR,USD,,,
Friday 10 November 2023 (10/11/2023),0.0536,0.0534,0.0535,0.0533,0.0534,ZAR,USD,,,
Thursday 9 November 2023 (09/11/2023),0.0541,0.0536,0.0539,0.0538,0.0539,ZAR,USD,,,
Wednesday 8 November 2023 (08/11/2023),0.0545,0.0541,0.0544,0.0541,0.0543,ZAR,USD,,,
Tuesday 7 November 2023 (07/11/2023),0.0547,0.0545,0.0545,0.0544,0.0545,ZAR,USD,,,
Monday 6 November 2023 (06/11/2023),0.0547,0.0546,0.0548,0.0547,0.0548,ZAR,USD,,,
Friday 3 November 2023 (03/11/2023),0.0543,0.0548,0.0548,0.0544,0.0546,ZAR,USD,,,
Thursday 2 November 2023 (02/11/2023),0.054,0.0543,0.0542,0.0542,0.0542,ZAR,USD,,,
Wednesday 1 November 2023 (01/11/2023),0.0536,0.054,0.0538,0.0534,0.0536,ZAR,USD,,,
Tuesday 31 October 2023 (31/10/2023),0.053,0.0536,0.0536,0.053,0.0533,ZAR,USD,,,
Monday 30 October 2023 (30/10/2023),0.0531,0.0531,0.0532,0.0531,0.0532,ZAR,USD,,,
Friday 27 October 2023 (27/10/2023),0.0527,0.0531,0.0531,0.0529,0.053,ZAR,USD,,,
Thursday 26 October 2023 (26/10/2023),0.0523,0.0527,0.0526,0.0522,0.0524,ZAR,USD,,,
Wednesday 25 October 2023 (25/10/2023),0.0525,0.0523,0.0524,0.0523,0.0524,ZAR,USD,,,
Tuesday 24 October 2023 (24/10/2023),0.0527,0.0525,0.0526,0.0526,0.0526,ZAR,USD,,,
Monday 23 October 2023 (23/10/2023),0.0525,0.0527,0.0527,0.0527,0.0527,ZAR,USD,,,
Friday 20 October 2023 (20/10/2023),0.0526,0.0526,0.0526,0.0524,0.0525,ZAR,USD,,,
Thursday 19 October 2023 (19/10/2023),0.0527,0.0526,0.0525,0.0525,0.0525,ZAR,USD,,,
Wednesday 18 October 2023 (18/10/2023),0.0532,0.0527,0.0532,0.0527,0.053,ZAR,USD,,,
Tuesday 17 October 2023 (17/10/2023),0.0533,0.0532,0.0532,0.0532,0.0532,ZAR,USD,,,
Monday 16 October 2023 (16/10/2023),0.0527,0.0533,0.0531,0.0529,0.053,ZAR,USD,,,
Friday 13 October 2023 (13/10/2023),0.0526,0.0526,0.0528,0.0527,0.0528,ZAR,USD,,,
Thursday 12 October 2023 (12/10/2023),0.0531,0.0526,0.053,0.0527,0.0529,ZAR,USD,,,
Wednesday 11 October 2023 (11/10/2023),0.0526,0.0531,0.053,0.0527,0.0529,ZAR,USD,,,
Tuesday 10 October 2023 (10/10/2023),0.0517,0.0526,0.0523,0.0518,0.0521,ZAR,USD,,,
Monday 9 October 2023 (09/10/2023),0.0516,0.0517,0.0516,0.0516,0.0516,ZAR,USD,,,
Friday 6 October 2023 (06/10/2023),0.0512,0.0518,0.0515,0.0513,0.0514,ZAR,USD,,,
Thursday 5 October 2023 (05/10/2023),0.0517,0.0512,0.0516,0.0512,0.0514,ZAR,USD,,,
Wednesday 4 October 2023 (04/10/2023),0.0517,0.0517,0.0518,0.0517,0.0518,ZAR,USD,,,
Tuesday 3 October 2023 (03/10/2023),0.052,0.0517,0.052,0.0518,0.0519,ZAR,USD,,,
Monday 2 October 2023 (02/10/2023),0.0529,0.052,0.0525,0.0524,0.0525,ZAR,USD,,,
Friday 29 September 2023 (29/09/2023),0.0527,0.0529,0.053,0.0528,0.0529,ZAR,USD,,,
Thursday 28 September 2023 (28/09/2023),0.0521,0.0527,0.0524,0.0521,0.0523,ZAR,USD,,,
Wednesday 27 September 2023 (27/09/2023),0.0524,0.052,0.0524,0.0521,0.0523,ZAR,USD,,,
Tuesday 26 September 2023 (26/09/2023),0.0533,0.0524,0.053,0.0526,0.0528,ZAR,USD,,,
Monday 25 September 2023 (25/09/2023),0.0533,0.0533,0.0533,0.0532,0.0533,ZAR,USD,,,
Friday 22 September 2023 (22/09/2023),0.0528,0.0533,0.0534,0.0528,0.0531,ZAR,USD,,,
Thursday 21 September 2023 (21/09/2023),0.053,0.0528,0.053,0.0529,0.053,ZAR,USD,,,
Wednesday 20 September 2023 (20/09/2023),0.0528,0.053,0.0532,0.0529,0.0531,ZAR,USD,,,
Tuesday 19 September 2023 (19/09/2023),0.0526,0.0528,0.0528,0.0527,0.0528,ZAR,USD,,,
Monday 18 September 2023 (18/09/2023),0.0526,0.0526,0.0527,0.0525,0.0526,ZAR,USD,,,
Friday 15 September 2023 (15/09/2023),0.0526,0.0527,0.0527,0.0525,0.0526,ZAR,USD,,,
Thursday 14 September 2023 (14/09/2023),0.0531,0.0526,0.0529,0.0529,0.0529,ZAR,USD,,,
Wednesday 13 September 2023 (13/09/2023),0.0529,0.0531,0.0531,0.0529,0.053,ZAR,USD,,,
Tuesday 12 September 2023 (12/09/2023),0.053,0.0529,0.053,0.0528,0.0529,ZAR,USD,,,
Monday 11 September 2023 (11/09/2023),0.0524,0.053,0.0529,0.0526,0.0528,ZAR,USD,,,
Friday 8 September 2023 (08/09/2023),0.0522,0.0523,0.0523,0.0523,0.0523,ZAR,USD,,,
Thursday 7 September 2023 (07/09/2023),0.0521,0.0521,0.0522,0.052,0.0521,ZAR,USD,,,
Wednesday 6 September 2023 (06/09/2023),0.0521,0.0521,0.052,0.0519,0.052,ZAR,USD,,,
Tuesday 5 September 2023 (05/09/2023),0.0523,0.0521,0.0522,0.0521,0.0522,ZAR,USD,,,
Monday 4 September 2023 (04/09/2023),0.0531,0.0523,0.0533,0.0523,0.0528,ZAR,USD,,,
Friday 1 September 2023 (01/09/2023),0.053,0.0531,0.0532,0.0531,0.0532,ZAR,USD,,,
Thursday 31 August 2023 (31/08/2023),0.0535,0.053,0.0534,0.0531,0.0533,ZAR,USD,,,
Wednesday 30 August 2023 (30/08/2023),0.0541,0.0535,0.054,0.0536,0.0538,ZAR,USD,,,
Tuesday 29 August 2023 (29/08/2023),0.0537,0.0541,0.054,0.0539,0.054,ZAR,USD,,,
Monday 28 August 2023 (28/08/2023),0.0536,0.0538,0.0538,0.0535,0.0537,ZAR,USD,,,
Friday 25 August 2023 (25/08/2023),0.0531,0.0537,0.0536,0.0533,0.0535,ZAR,USD,,,
Thursday 24 August 2023 (24/08/2023),0.0541,0.0531,0.0537,0.0536,0.0537,ZAR,USD,,,
Wednesday 23 August 2023 (23/08/2023),0.0532,0.0541,0.0539,0.0533,0.0536,ZAR,USD,,,
Tuesday 22 August 2023 (22/08/2023),0.0527,0.0532,0.0533,0.0528,0.0531,ZAR,USD,,,
Monday 21 August 2023 (21/08/2023),0.0526,0.0527,0.0527,0.0526,0.0527,ZAR,USD,,,
Friday 18 August 2023 (18/08/2023),0.0524,0.0527,0.0526,0.0524,0.0525,ZAR,USD,,,
Thursday 17 August 2023 (17/08/2023),0.0522,0.0524,0.0524,0.0522,0.0523,ZAR,USD,,,
Wednesday 16 August 2023 (16/08/2023),0.0522,0.0522,0.0524,0.0522,0.0523,ZAR,USD,,,
Tuesday 15 August 2023 (15/08/2023),0.0524,0.0522,0.0525,0.0521,0.0523,ZAR,USD,,,
Monday 14 August 2023 (14/08/2023),0.0528,0.0524,0.0525,0.0525,0.0525,ZAR,USD,,,
Friday 11 August 2023 (11/08/2023),0.053,0.0528,0.0532,0.0529,0.0531,ZAR,USD,,,
Thursday 10 August 2023 (10/08/2023),0.0527,0.053,0.0532,0.053,0.0531,ZAR,USD,,,
Wednesday 9 August 2023 (09/08/2023),0.0528,0.0527,0.0528,0.0526,0.0527,ZAR,USD,,,
Tuesday 8 August 2023 (08/08/2023),0.0535,0.0528,0.0531,0.0529,0.053,ZAR,USD,,,
Monday 7 August 2023 (07/08/2023),0.0542,0.0535,0.0541,0.0534,0.0538,ZAR,USD,,,
Friday 4 August 2023 (04/08/2023),0.0534,0.0542,0.054,0.0537,0.0539,ZAR,USD,,,
Thursday 3 August 2023 (03/08/2023),0.0542,0.0535,0.0539,0.0534,0.0537,ZAR,USD,,,
Wednesday 2 August 2023 (02/08/2023),0.0546,0.0541,0.0543,0.0543,0.0543,ZAR,USD,,,
Tuesday 1 August 2023 (01/08/2023),0.056,0.0547,0.0557,0.0549,0.0553,ZAR,USD,,,
Monday 31 July 2023 (31/07/2023),0.0569,0.0559,0.0569,0.0561,0.0565,ZAR,USD,,,
Friday 28 July 2023 (28/07/2023),0.056,0.0567,0.0564,0.0561,0.0563,ZAR,USD,,,
Thursday 27 July 2023 (27/07/2023),0.0568,0.056,0.0568,0.0565,0.0567,ZAR,USD,,,
Wednesday 26 July 2023 (26/07/2023),0.057,0.0568,0.0569,0.0566,0.0568,ZAR,USD,,,
Tuesday 25 July 2023 (25/07/2023),0.0564,0.057,0.0569,0.0567,0.0568,ZAR,USD,,,
Monday 24 July 2023 (24/07/2023),0.0556,0.0563,0.0563,0.0556,0.056,ZAR,USD,,,
Friday 21 July 2023 (21/07/2023),0.0558,0.0556,0.0558,0.0555,0.0557,ZAR,USD,,,
Thursday 20 July 2023 (20/07/2023),0.056,0.0558,0.0561,0.0559,0.056,ZAR,USD,,,
Wednesday 19 July 2023 (19/07/2023),0.056,0.056,0.0559,0.0558,0.0559,ZAR,USD,,,
Tuesday 18 July 2023 (18/07/2023),0.0554,0.056,0.056,0.0556,0.0558,ZAR,USD,,,
Monday 17 July 2023 (17/07/2023),0.0552,0.0555,0.0554,0.0552,0.0553,ZAR,USD,,,
Friday 14 July 2023 (14/07/2023),0.0558,0.0553,0.0557,0.0552,0.0555,ZAR,USD,,,
Thursday 13 July 2023 (13/07/2023),0.0551,0.0558,0.0555,0.0553,0.0554,ZAR,USD,,,
Wednesday 12 July 2023 (12/07/2023),0.0541,0.0551,0.0548,0.0542,0.0545,ZAR,USD,,,
Tuesday 11 July 2023 (11/07/2023),0.0532,0.0541,0.0538,0.0534,0.0536,ZAR,USD,,,
Monday 10 July 2023 (10/07/2023),0.053,0.0532,0.0533,0.0528,0.053,ZAR,USD,,,
Friday 7 July 2023 (07/07/2023),0.0523,0.0525,0.0532,0.0522,0.0527,ZAR,USD,,,
Thursday 6 July 2023 (06/07/2023),0.0533,0.0523,0.0534,0.0522,0.0528,ZAR,USD,,,
Wednesday 5 July 2023 (05/07/2023),0.0536,0.0533,0.0536,0.0531,0.0534,ZAR,USD,,,
Tuesday 4 July 2023 (04/07/2023),0.0534,0.0536,0.0537,0.0532,0.0535,ZAR,USD,,,
Monday 3 July 2023 (03/07/2023),0.0531,0.0534,0.0534,0.0531,0.0533,ZAR,USD,,,
Friday 30 June 2023 (30/06/2023),0.0533,0.0531,0.0533,0.0528,0.0531,ZAR,USD,,,
Thursday 29 June 2023 (29/06/2023),0.0536,0.0533,0.0534,0.0533,0.0534,ZAR,USD,,,
Wednesday 28 June 2023 (28/06/2023),0.054,0.0536,0.0537,0.0535,0.0536,ZAR,USD,,,
Tuesday 27 June 2023 (27/06/2023),0.0536,0.054,0.0542,0.0538,0.054,ZAR,USD,,,
Monday 26 June 2023 (26/06/2023),0.0533,0.0536,0.0538,0.0534,0.0536,ZAR,USD,,,
Friday 23 June 2023 (23/06/2023),0.054,0.0533,0.0538,0.0534,0.0536,ZAR,USD,,,
Thursday 22 June 2023 (22/06/2023),0.0546,0.054,0.0544,0.0543,0.0544,ZAR,USD,,,
Wednesday 21 June 2023 (21/06/2023),0.0544,0.0546,0.0545,0.0543,0.0544,ZAR,USD,,,
Tuesday 20 June 2023 (20/06/2023),0.055,0.0544,0.0548,0.0546,0.0547,ZAR,USD,,,
Monday 19 June 2023 (19/06/2023),0.0549,0.055,0.055,0.0549,0.055,ZAR,USD,,,
Friday 16 June 2023 (16/06/2023),0.0549,0.055,0.0551,0.0549,0.055,ZAR,USD,,,
Thursday 15 June 2023 (15/06/2023),0.0545,0.0549,0.0546,0.0546,0.0546,ZAR,USD,,,
Wednesday 14 June 2023 (14/06/2023),0.0537,0.0545,0.0544,0.054,0.0542,ZAR,USD,,,
Tuesday 13 June 2023 (13/06/2023),0.0539,0.0537,0.0539,0.0537,0.0538,ZAR,USD,,,
Monday 12 June 2023 (12/06/2023),0.0534,0.0539,0.0538,0.0534,0.0536,ZAR,USD,,,
Friday 9 June 2023 (09/06/2023),0.0531,0.0534,0.0533,0.0531,0.0532,ZAR,USD,,,
Thursday 8 June 2023 (08/06/2023),0.0524,0.0531,0.0528,0.0528,0.0528,ZAR,USD,,,
Wednesday 7 June 2023 (07/06/2023),0.0521,0.0524,0.0524,0.0522,0.0523,ZAR,USD,,,
Tuesday 6 June 2023 (06/06/2023),0.0519,0.0521,0.052,0.0519,0.052,ZAR,USD,,,
Monday 5 June 2023 (05/06/2023),0.0513,0.0519,0.0518,0.0512,0.0515,ZAR,USD,,,
Friday 2 June 2023 (02/06/2023),0.051,0.0513,0.0513,0.051,0.0512,ZAR,USD,,,
Thursday 1 June 2023 (01/06/2023),0.0507,0.051,0.0507,0.0506,0.0507,ZAR,USD,,,
Wednesday 31 May 2023 (31/05/2023),0.0508,0.0507,0.0508,0.0506,0.0507,ZAR,USD,,,
Tuesday 30 May 2023 (30/05/2023),0.0509,0.0508,0.0508,0.0506,0.0507,ZAR,USD,,,
Monday 29 May 2023 (29/05/2023),0.0509,0.0508,0.0509,0.0508,0.0509,ZAR,USD,,,
Friday 26 May 2023 (26/05/2023),0.0505,0.0509,0.051,0.0507,0.0509,ZAR,USD,,,
Thursday 25 May 2023 (25/05/2023),0.0519,0.0505,0.0518,0.0508,0.0513,ZAR,USD,,,
Wednesday 24 May 2023 (24/05/2023),0.0521,0.0519,0.0521,0.052,0.0521,ZAR,USD,,,
Tuesday 23 May 2023 (23/05/2023),0.052,0.0521,0.0519,0.0519,0.0519,ZAR,USD,,,
Monday 22 May 2023 (22/05/2023),0.0515,0.052,0.052,0.0514,0.0517,ZAR,USD,,,
Friday 19 May 2023 (19/05/2023),0.0517,0.0514,0.0518,0.0515,0.0517,ZAR,USD,,,
Thursday 18 May 2023 (18/05/2023),0.0519,0.0517,0.0517,0.0515,0.0516,ZAR,USD,,,
Wednesday 17 May 2023 (17/05/2023),0.0524,0.0519,0.0522,0.0518,0.052,ZAR,USD,,,
Tuesday 16 May 2023 (16/05/2023),0.0526,0.0524,0.0524,0.0524,0.0524,ZAR,USD,,,
Monday 15 May 2023 (15/05/2023),0.0523,0.0526,0.0525,0.0522,0.0524,ZAR,USD,,,
Friday 12 May 2023 (12/05/2023),0.0521,0.0517,0.0519,0.0513,0.0516,ZAR,USD,,,
Thursday 11 May 2023 (11/05/2023),0.053,0.0521,0.0526,0.052,0.0523,ZAR,USD,,,
Wednesday 10 May 2023 (10/05/2023),0.0537,0.053,0.0536,0.0531,0.0534,ZAR,USD,,,
Tuesday 9 May 2023 (09/05/2023),0.0546,0.0537,0.0545,0.0537,0.0541,ZAR,USD,,,
Monday 8 May 2023 (08/05/2023),0.0543,0.0546,0.0546,0.0544,0.0545,ZAR,USD,,,
Friday 5 May 2023 (05/05/2023),0.0547,0.0543,0.0546,0.0543,0.0545,ZAR,USD,,,
Thursday 4 May 2023 (04/05/2023),0.0547,0.0547,0.0549,0.0546,0.0548,ZAR,USD,,,
Wednesday 3 May 2023 (03/05/2023),0.0541,0.0547,0.0546,0.0545,0.0546,ZAR,USD,,,
Tuesday 2 May 2023 (02/05/2023),0.0543,0.0541,0.0544,0.0542,0.0543,ZAR,USD,,,
Monday 1 May 2023 (01/05/2023),0.0547,0.0543,0.0545,0.0545,0.0545,ZAR,USD,,,
Friday 28 April 2023 (28/04/2023),0.0546,0.0547,0.0546,0.0545,0.0546,ZAR,USD,,,
Thursday 27 April 2023 (27/04/2023),0.0543,0.0546,0.0548,0.0544,0.0546,ZAR,USD,,,
Wednesday 26 April 2023 (26/04/2023),0.0545,0.0543,0.0546,0.0543,0.0545,ZAR,USD,,,
Tuesday 25 April 2023 (25/04/2023),0.0551,0.0545,0.0548,0.0547,0.0548,ZAR,USD,,,
Monday 24 April 2023 (24/04/2023),0.0553,0.0551,0.0552,0.0551,0.0552,ZAR,USD,,,
Friday 21 April 2023 (21/04/2023),0.0554,0.0553,0.0553,0.0552,0.0553,ZAR,USD,,,
Thursday 20 April 2023 (20/04/2023),0.055,0.0554,0.0554,0.055,0.0552,ZAR,USD,,,
Wednesday 19 April 2023 (19/04/2023),0.0551,0.055,0.055,0.0548,0.0549,ZAR,USD,,,
Tuesday 18 April 2023 (18/04/2023),0.0546,0.0551,0.0548,0.0548,0.0548,ZAR,USD,,,
Monday 17 April 2023 (17/04/2023),0.0552,0.0546,0.0552,0.0548,0.055,ZAR,USD,,,
Friday 14 April 2023 (14/04/2023),0.0554,0.0553,0.0553,0.0553,0.0553,ZAR,USD,,,
Thursday 13 April 2023 (13/04/2023),0.0542,0.0554,0.0552,0.0544,0.0548,ZAR,USD,,,
Wednesday 12 April 2023 (12/04/2023),0.0544,0.0543,0.0545,0.0543,0.0544,ZAR,USD,,,
Tuesday 11 April 2023 (11/04/2023),0.0541,0.0544,0.0546,0.0543,0.0545,ZAR,USD,,,
Monday 10 April 2023 (10/04/2023),0.055,0.0541,0.0546,0.0542,0.0544,ZAR,USD,,,
Friday 7 April 2023 (07/04/2023),0.0548,0.0549,0.0549,0.0548,0.0549,ZAR,USD,,,
Thursday 6 April 2023 (06/04/2023),0.0554,0.0548,0.0552,0.0548,0.055,ZAR,USD,,,
Wednesday 5 April 2023 (05/04/2023),0.0558,0.0554,0.0558,0.0556,0.0557,ZAR,USD,,,
Tuesday 4 April 2023 (04/04/2023),0.056,0.0558,0.0562,0.0558,0.056,ZAR,USD,,,
Monday 3 April 2023 (03/04/2023),0.0562,0.056,0.0562,0.056,0.0561,ZAR,USD,,,
Friday 31 March 2023 (31/03/2023),0.0561,0.0562,0.0563,0.0561,0.0562,ZAR,USD,,,
Thursday 30 March 2023 (30/03/2023),0.0552,0.0561,0.0559,0.0554,0.0557,ZAR,USD,,,
Wednesday 29 March 2023 (29/03/2023),0.0551,0.0552,0.0553,0.0551,0.0552,ZAR,USD,,,
Tuesday 28 March 2023 (28/03/2023),0.0546,0.0551,0.055,0.0547,0.0549,ZAR,USD,,,
Monday 27 March 2023 (27/03/2023),0.055,0.0546,0.055,0.0545,0.0548,ZAR,USD,,,
Friday 24 March 2023 (24/03/2023),0.0553,0.055,0.0551,0.055,0.0551,ZAR,USD,,,
Thursday 23 March 2023 (23/03/2023),0.0547,0.0553,0.0552,0.055,0.0551,ZAR,USD,,,
Wednesday 22 March 2023 (22/03/2023),0.0539,0.0547,0.0546,0.0541,0.0544,ZAR,USD,,,
Tuesday 21 March 2023 (21/03/2023),0.054,0.0539,0.0539,0.0539,0.0539,ZAR,USD,,,
Monday 20 March 2023 (20/03/2023),0.0543,0.054,0.0546,0.054,0.0543,ZAR,USD,,,
Friday 17 March 2023 (17/03/2023),0.0543,0.0543,0.0545,0.0543,0.0544,ZAR,USD,,,
Thursday 16 March 2023 (16/03/2023),0.0543,0.0543,0.0544,0.0542,0.0543,ZAR,USD,,,
Wednesday 15 March 2023 (15/03/2023),0.0552,0.0543,0.0546,0.0546,0.0546,ZAR,USD,,,
Tuesday 14 March 2023 (14/03/2023),0.0549,0.0552,0.0552,0.0547,0.055,ZAR,USD,,,
Monday 13 March 2023 (13/03/2023),0.0544,0.0549,0.0549,0.0549,0.0549,ZAR,USD,,,
Friday 10 March 2023 (10/03/2023),0.0539,0.0546,0.0547,0.0543,0.0545,ZAR,USD,,,
Thursday 9 March 2023 (09/03/2023),0.0537,0.0539,0.0538,0.0538,0.0538,ZAR,USD,,,
Wednesday 8 March 2023 (08/03/2023),0.0538,0.0537,0.0539,0.0535,0.0537,ZAR,USD,,,
Tuesday 7 March 2023 (07/03/2023),0.0548,0.0538,0.0545,0.0539,0.0542,ZAR,USD,,,
Monday 6 March 2023 (06/03/2023),0.0551,0.0548,0.055,0.0548,0.0549,ZAR,USD,,,
Friday 3 March 2023 (03/03/2023),0.0549,0.0551,0.0551,0.055,0.0551,ZAR,USD,,,
Thursday 2 March 2023 (02/03/2023),0.0552,0.0549,0.0551,0.055,0.0551,ZAR,USD,,,
Wednesday 1 March 2023 (01/03/2023),0.0545,0.0552,0.055,0.0547,0.0549,ZAR,USD,,,
